x1,y1,z1
8.0,-1.99682068825,4.1908326149
8.0,-0.936160564423,3.75149273872
10.0,-0.936160564423,3.75149273872
10.0,-1.99682068825,4.1908326149
10.0,-2.43616056442,5.25149250031
10.0,-1.99682068825,6.31215286255
10.0,-0.936160564423,6.75149250031
10.0,0.124499604106,6.31215286255
10.0,0.563839435577,5.25149250031
10.0,-15.393872261,22.8103961945
10.0,-13.8554105759,22.8103961945
10.0,-12.3169488907,22.8103961945
10.0,-10.7784872055,22.8103961945
10.0,-9.24002552032,22.8103961945
10.0,-7.70156431198,22.8103961945
10.0,-6.1631026268,22.8103961945
10.0,-4.62464094162,22.8103961945
10.0,-3.08617949486,22.8103961945
10.0,-1.5477180481,22.8103961945
10.0,-0.00925650820136,22.8103961945
10.0,1.52920508385,22.8103961945
8.0,1.52920508385,22.8103961945
8.0,-0.00925650820136,22.8103961945
8.0,-1.5477180481,22.8103961945
8.0,-3.08617949486,22.8103961945
8.0,-4.62464094162,22.8103961945
8.0,-6.1631026268,22.8103961945
8.0,-7.70156431198,22.8103961945
8.0,-9.24002552032,22.8103961945
8.0,-10.7784872055,22.8103961945
8.0,-12.3169488907,22.8103961945
8.0,-13.8554105759,22.8103961945
8.0,-15.393872261,22.8103961945
8.0,4.63193130493,22.602897644
8.0,6.0880022049,21.9947547913
8.0,7.33516788483,21.0280303955
8.0,8.28716754913,19.7695865631
8.0,8.87815380096,18.3064689636
8.0,9.06725215912,16.7398738861
8.0,8.84138202667,15.178155899
8.0,7.46924257278,12.481212616
8.0,6.72231817245,11.2330913544
8.0,5.97539377213,9.98497009277
8.0,5.22846984863,8.73684883118
8.0,4.4815454483,7.48872756958
8.0,3.73462128639,6.24060630798
8.0,2.98769688606,4.99248504639
8.0,2.24077272415,3.74436378479
8.0,1.49384844303,2.49624252319
8.0,0.746924221516,1.2481212616
10.0,7.46924257278,12.481212616
10.0,6.72231817245,11.2330913544
10.0,5.97539377213,9.98497009277
10.0,5.22846984863,8.73684883118
10.0,4.4815454483,7.48872756958
10.0,3.73462128639,6.24060630798
10.0,2.98769688606,4.99248504639
10.0,2.24077272415,3.74436378479
10.0,1.49384844303,2.49624252319
10.0,0.746924221516,1.2481212616
10.0,8.84138202667,15.178155899
10.0,9.06725215912,16.7398738861
10.0,8.87815380096,18.3064689636
10.0,8.28716754913,19.7695865631
10.0,7.33516788483,21.0280303955
10.0,6.0880022049,21.9947547913
10.0,4.63193130493,22.602897644
9.0,-0.936160564423,3.75149273872
9.0,-1.99682080746,4.1908326149
9.0,-2.43616056442,5.25149250031
9.0,-1.99682068825,6.31215286255
9.0,-0.936160564423,6.75149250031
9.0,0.124499589205,6.31215286255
9.0,0.563839435577,5.25149250031
9.0,0.124499671161,4.1908326149
8.0,1.45108091831,4.45408773422
8.0,-3.26631546021,4.4147195816
8.0,-3.36593842506,5.82060480118
8.0,1.39509510994,6.05800151825
8.0,-2.10742855072,2.79730963707
8.0,0.369912266731,7.39791870117
8.0,-1.75913023949,7.49787330627
8.0,0.0961508899927,2.7557516098
8.0,-0.93880790472,2.10111951828
8.0,-10.3198919296,17.7295589447
8.0,-15.7221288681,17.4358882904
8.0,-15.8084087372,19.907371521
8.0,-10.5844326019,20.0940933228
8.0,-13.6553554535,21.6490840912
8.0,-11.7053279877,21.3386592865
8.0,-13.8530759811,15.9587917328
8.0,-12.0917243958,16.046546936
8.0,6.01622200012,12.6536426544
8.0,4.50937366486,10.0220355988
8.0,3.79265785217,8.75298118591
8.0,3.11963057518,7.53712368011
8.0,6.7363910675,14.017701149
8.0,2.35917139053,21.4114017487
8.0,-13.1131439209,14.7419090271
8.0,-8.19317150116,9.173371315
8.0,-9.22682666779,10.3068876266
8.0,-10.2621173859,11.4405860901
8.0,-11.2886962891,12.5593929291
8.0,-12.2657232285,13.6158351898
8.0,-7.18355178833,8.0447063446
8.0,-9.98313236237,21.4338874817
8.0,-5.39078760147,21.4927787781
8.0,-3.85427761078,21.4892864227
8.0,-2.31822252274,21.4866390228
8.0,-0.787333488464,21.4780864716
8.0,0.764234185219,21.4538345337
8.0,7.50821018219,15.7290115356
8.0,0.358086049557,16.8837471008
8.0,7.53917837143,17.9816226959
8.0,6.48370313644,19.9533061981
8.0,3.25135922432,13.8590087891
8.0,4.92268180847,20.89635849
8.0,1.35965037346,14.7440290451
8.0,0.486408621073,18.6421890259
8.0,5.44537067413,13.9888591766
8.0,-0.743350863457,7.82376098633
8.0,-2.75991773605,6.98766374588
8.0,-9.74474430084,18.9172458649
8.0,-10.8240394592,16.6867160797
8.0,5.22274255753,11.3531475067
8.0,2.60225200653,6.46519851685
8.0,2.41325211525,8.726603508
8.0,3.01240348816,9.97929859161
8.0,-8.44862651825,21.4698410034
8.0,-11.7519922256,14.7526435852
8.0,-6.76818561554,9.47884750366
8.0,-4.96425390244,5.97010231018
8.0,-8.79579734802,11.7316627502
8.0,-10.824921608,13.9109239578
8.0,-6.17901325226,6.97063064575
8.0,-9.81638240814,12.8397903442
8.0,-7.77420663834,10.5997552872
8.0,-6.92450094223,21.4886989594
8.0,-4.62224912643,20.1847991943
8.0,-3.0741276741,20.179725647
8.0,-1.56129336357,20.1999187469
8.0,-0.071746788919,20.1516418457
8.0,1.54639565945,20.0861415863
8.0,4.35680675507,12.9498414993
8.0,0.507903635502,15.5694742203
8.0,2.19517731667,13.9321489334
8.0,3.70798897743,21.5001335144
8.0,-2.7809753418,8.10503005981
8.0,-0.133931875229,8.51962280273
8.0,-3.84486365318,7.14970016479
8.0,-8.9317073822,17.8030548096
8.0,-9.57808303833,16.6569862366
8.0,-9.12499141693,20.1696147919
8.0,0.00631066085771,14.3656282425
8.0,1.04089021683,13.4201021194
8.0,2.48166060448,12.6676855087
8.0,-0.8835272789,15.6499357224
8.0,-0.925135195255,19.0889720917
8.0,1.82750976086,7.47624635696
8.0,3.60148096085,11.3497581482
8.0,1.54231500626,9.8632068634
8.0,-5.77995300293,8.38426113129
8.0,-6.1445069313,20.1941356659
8.0,-4.31531190872,4.74376440048
8.0,-9.35792255402,14.2325744629
8.0,-8.35102844238,13.1253509521
8.0,-10.4608011246,15.4057760239
8.0,-2.27845573425,18.9148311615
8.0,-7.34332466125,12.0109987259
8.0,-3.84105229378,18.893491745
8.0,-6.28667831421,10.9053916931
8.0,-7.63308048248,20.2017421722
8.0,-8.17165374756,16.7540969849
8.0,-0.540868222713,12.8402891159
8.0,-1.40825784206,8.8105134964
8.0,-8.30160236359,18.9775123596
8.0,0.99515080452,8.6363067627
8.0,2.03800082207,11.125005722
8.0,-1.23497736454,17.5599460602
8.0,-5.2609667778,9.77754878998
8.0,-5.36406230927,18.9271774292
8.0,-3.05473852158,3.32920980453
8.0,-7.83785963058,14.4898681641
8.0,-3.05290985107,17.5766010284
8.0,-5.87047386169,12.3295297623
8.0,-6.86989355087,13.4112243652
8.0,-6.8432841301,18.9784221649
8.0,-0.0466107130051,9.76045131683
8.0,-8.77575588226,15.5559091568
8.0,0.885746061802,12.028339386
8.0,-4.19788265228,8.6212348938
8.0,-4.61387825012,11.2814836502
8.0,-4.67638063431,17.6289424896
8.0,-2.83040094376,9.46156692505
8.0,-6.3245472908,14.7902860641
8.0,-5.41761684418,13.6619510651
8.0,-6.1840057373,17.7606811523
8.0,-4.99319314957,7.41918563843
8.0,-1.60631227493,10.3118467331
8.0,-7.30079364777,15.798283577
8.0,-3.98707461357,9.99478626251
8.0,-0.392008960247,11.2517118454
8.0,-4.63405561447,12.6832284927
8.0,-3.99306297302,16.2835197449
8.0,-5.74542188644,16.310382843
8.0,-4.80354404449,14.9607839584
8.0,-3.02096915245,10.8657665253
8.0,-1.79536926746,11.7762918472
8.0,0.805488467216,10.8057432175
8.0,-2.43288993835,16.1652050018
8.0,-4.01920223236,13.7586717606
8.0,-3.24393129349,12.4539680481
8.0,-1.35735273361,14.0997543335
8.0,-2.13503980637,14.949092865
8.0,-3.34238243103,14.9928274155
8.0,-2.67523288727,13.8711595535
8.0,-1.92255091667,13.0082931519
8.0,-7.56364774704,17.8596858978
8.0,-6.99310445786,16.8966255188
8.0,-15.191947937,21.1450157166
10.0,1.53900396824,4.73195266724
10.0,-3.36910533905,5.79470586777
10.0,1.07938981056,6.22672653198
10.0,-3.27056264877,4.40916728973
10.0,-1.9284683466,7.48975372314
10.0,-2.10863184929,2.79521346092
10.0,0.286362379789,7.45974349976
10.0,0.0961508899927,2.7557516098
10.0,-0.93900847435,2.10077023506
10.0,-10.3322639465,17.7000770569
10.0,-10.5931911469,20.0855674744
10.0,-11.7070026398,21.3325080872
10.0,-13.6519927979,21.643781662
10.0,-15.8062868118,19.9039936066
10.0,-15.7221288681,17.4358882904
10.0,-13.9086341858,15.9844646454
10.0,-12.3793210983,16.1836872101
10.0,6.01636838913,12.6537094116
10.0,4.51829099655,10.0151939392
10.0,3.05978655815,7.47516965866
10.0,3.78965687752,8.73654651642
10.0,2.34270238876,6.18607997894
10.0,6.73645496368,14.0177192688
10.0,2.35921859741,21.4113349915
10.0,-13.1448364258,14.8281841278
10.0,-8.19317150116,9.173371315
10.0,-9.22682666779,10.3068876266
10.0,-10.2591524124,11.4433145523
10.0,-11.2687730789,12.5795593262
10.0,-12.223074913,13.7084751129
10.0,-7.18567466736,8.02770423889
10.0,-5.39249324799,21.4944458008
10.0,-3.85456180573,21.4895629883
10.0,-2.31826996803,21.4866847992
10.0,-0.787341356277,21.478094101
10.0,-9.98550224304,21.4312858582
10.0,0.76424074173,21.4538249969
10.0,7.5055475235,15.7292566299
10.0,6.48422622681,19.9524688721
10.0,1.2900865078,14.7184829712
10.0,0.345425397158,16.9085540771
10.0,7.54546356201,17.9803333282
10.0,0.487088233232,18.6521282196
10.0,3.28363323212,13.7574110031
10.0,4.92281627655,20.896150589
10.0,5.4454536438,13.9889039993
10.0,-0.909762501717,8.08646965027
10.0,-2.84200167656,6.92682743073
10.0,-10.9334468842,16.4427871704
10.0,-9.74856853485,18.9105739594
10.0,-15.1908512115,21.1432800293
10.0,5.23316287994,11.3467140198
10.0,2.38184928894,8.69664573669
10.0,1.69866168499,7.4502325058
10.0,3.05496263504,9.9537525177
10.0,-6.18230390549,6.92433357239
10.0,-6.92245149612,21.4825286865
10.0,-11.5857305527,15.0965118408
10.0,-6.76583480835,9.44766426086
10.0,-8.78785037994,11.7376184464
10.0,-10.7055454254,13.9944267273
10.0,-4.97803020477,5.93191385269
10.0,-9.76738548279,12.8724241257
10.0,-7.77174282074,10.5960130692
10.0,-8.4495639801,21.4689273834
10.0,-4.62271595001,20.1852264404
10.0,-3.07426023483,20.1798477173
10.0,-1.56132471561,20.1999473572
10.0,-0.0716389641166,20.153301239
10.0,1.54653584957,20.0880622864
10.0,4.41647386551,12.9034538269
10.0,0.469206959009,15.5988664627
10.0,2.02996873856,13.6290197372
10.0,3.70802521706,21.5000801086
10.0,-2.99167156219,8.01879787445
10.0,-0.0297312978655,8.65922451019
10.0,-3.91915798187,7.08289146423
10.0,-8.95477485657,17.8189582825
10.0,-9.54112052917,16.6639156342
10.0,-9.12802791595,20.166633606
10.0,-0.0558350011706,14.4499883652
10.0,0.79412394762,13.6075000763
10.0,2.81215834618,12.4969367981
10.0,-0.971513271332,15.7560091019
10.0,3.71147584915,11.3007984161
10.0,1.62912559509,9.82978534698
10.0,1.04736208916,8.63663387299
10.0,-5.80129337311,8.3222284317
10.0,-6.14483070374,20.1936168671
10.0,-4.31955003738,4.72983646393
10.0,-9.22348117828,14.3035793304
10.0,-8.29608917236,13.1739521027
10.0,-0.921500384808,19.1002502441
10.0,-2.26147198677,18.9282207489
10.0,-7.32834243774,12.0242948532
10.0,-3.81816363335,18.8978099823
10.0,-6.3380317688,10.8746166229
10.0,-7.63353872299,20.1999073029
10.0,-8.3805141449,16.8622016907
10.0,-0.502155423164,13.0130777359
10.0,-10.1052074432,15.3734292984
10.0,-8.31663990021,18.9714660645
10.0,2.18516111374,11.1231012344
10.0,-1.22303783894,17.62748909
10.0,-5.35970258713,9.75287532806
10.0,-5.36508369446,18.9165668488
10.0,-7.74978542328,14.653878212
10.0,-3.00704813004,17.5847320557
10.0,-5.89536428452,12.2998323441
10.0,-6.82569360733,13.4697904587
10.0,-5.03684711456,7.36116266251
10.0,-6.86729049683,18.9591522217
10.0,0.322986096144,9.66373252869
10.0,-4.30866909027,8.58064937592
10.0,-0.836639404297,9.31612491608
10.0,1.12959873676,12.3488912582
10.0,-8.69664382935,15.6927433014
10.0,0.757050812244,10.8849000931
10.0,-1.44187879562,14.2166385651
10.0,-4.94099760056,11.1923847198
10.0,-2.32859301567,16.4091567993
10.0,-4.62022686005,17.5604057312
10.0,-7.64293718338,17.7658748627
10.0,-6.28016853333,14.9074296951
10.0,-5.39482736588,13.7441110611
10.0,-6.19762659073,17.6278705597
10.0,-0.20166054368,11.7113742828
10.0,-7.20830631256,16.2536811829
10.0,-3.84798979759,16.015165329
10.0,-4.00727987289,10.161529541
10.0,-4.4608745575,12.6278486252
10.0,-0.612105846405,10.5599317551
10.0,-1.83170998096,11.6795492172
10.0,-3.53309392929,11.5119581223
10.0,-2.51351928711,15.076508522
10.0,-3.84429788589,14.177397728
10.0,-1.85213136673,10.0410146713
10.0,-1.89402675629,13.1283664703
10.0,-3.0272424221,12.8351202011
10.0,-4.97555017471,15.0219745636
10.0,-2.5441930294,13.886806488
10.0,-1.92379844189,8.72077274323
10.0,-5.52164459229,16.231086731
10.0,-2.99105215073,9.34770584106
10.0,-2.84305357933,10.5483512878
10.0,-3.05582880974,3.32768011093
8.99390971661,-5.61062145233,17.9493598938
8.98882567883,-6.11244344711,18.9478397369
8.97056794167,-6.90074062347,17.7471904755
9.00082349777,-4.60369443893,18.9050388336
9.0003721714,-3.83685827255,17.5685024261
8.99909585714,-5.09863090515,16.930644989
8.9435634613,-1.29394209385,13.47128582
9.02880454063,-0.982167482376,11.7505207062
9.04918348789,-1.90296888351,12.4703617096
8.97006231546,-2.25155210495,13.4648952484
8.99773222208,-0.708071053028,14.274474144
8.99506914616,-6.47522163391,12.5086164474
8.98845016956,-6.11352396011,13.5669813156
9.00945985317,-5.01931715012,13.1793460846
8.97046256065,-3.55055809021,13.3037185669
9.00174248219,-6.839802742,11.441819191
9.00080537796,-5.40536260605,11.7605009079
8.99989956617,-8.38890171051,14.7403240204
8.99790018797,-9.86973381042,14.4334011078
9.00066041946,-8.78754329681,13.7148513794
8.9962862134,-7.3336558342,13.9817247391
9.00293314457,-9.44242954254,15.4644012451
8.99915510416,-7.99812746048,15.7455596924
9.0125939846,-2.49865555763,14.4154167175
8.97416317463,-1.53736639023,15.4365787506
9.00260210037,0.634163320065,10.2080030441
8.98975944519,0.0921858772635,9.08581924438
8.50519025326,0.786756813526,9.39833545685
9.01167666912,2.31268835068,9.9036693573
8.9726216197,1.68287086487,8.62700843811
8.9895157218,0.725919663906,8.04164123535
8.98824429512,-4.30307245255,8.26507854462
8.99669629335,-4.4579501152,7.25159358978
9.01250171661,-3.41293525696,7.58968067169
9.01565885544,-2.74661540985,8.86751556396
8.98592871428,-5.39155673981,7.86435222626
8.98824596405,-5.20270109177,9.10921859741
9.00273382664,-6.18320322037,10.263510704
9.00553202629,-5.10009813309,10.4888792038
8.99992591143,-7.269926548,10.0373888016
8.99698448181,-6.27140712738,8.91435909271
9.01223170757,-0.444669663906,10.5265264511
8.9652583003,0.14688000083,11.6459379196
8.96653300524,-1.57725477219,9.66108989716
9.03396606445,-2.24568581581,10.4341163635
9.12462556362,6.83944797516,19.083065033
8.99700260162,-4.1518573761,6.2633934021
8.92821580172,-2.9457244873,6.13694477081
8.91691958904,-3.58144783974,5.23910999298
8.9896376133,-0.872887909412,8.59503650665
9.01009559631,-0.153369501233,7.31083631516
9.00147235394,-1.78683483601,8.09567451477
8.97959470749,-4.14459133148,9.30214691162
8.99283427,-10.2999429703,13.3953952789
9.0155287981,-11.2674779892,14.4573574066
9.09246456623,-2.75369381905,15.3662719727
9.02079069614,-3.11550855637,16.3405475616
8.99129605293,-4.06261920929,14.9749965668
9.02574789524,-15.6694288254,17.9797344208
8.98908919096,-15.7404851913,18.9300231934
8.98726606369,0.00283731590025,21.586151123
9.07583069801,0.725652873516,18.3928833008
9.02009892464,0.722230553627,19.3548259735
9.03240644932,-0.460634887218,18.284072876
9.23151051998,-13.7477092743,16.1357975006
8.93252086639,-15.1146192551,16.3871364594
9.00449943542,-12.6874856949,15.4250860214
9.09014570713,-13.5477514267,14.926024437
9.00663053989,-2.66999101639,11.6432466507
9.13259661198,-3.65848398209,10.4660587311
8.98557627201,-4.0915145874,12.1060409546
8.99651843309,-6.53212594986,20.8360900879
8.99936431646,-7.68654727936,21.4788188934
8.93774980307,-6.81410932541,21.6715183258
8.99872362614,-3.04732608795,18.9063301086
9.01938581467,-2.1381881237,17.5725784302
9.00708174706,-2.31236958504,20.189907074
8.98872023821,-1.58576595783,19.0095024109
8.99567520618,-9.11687850952,21.7908363342
8.97802847624,-9.52346420288,20.8094120026
8.81072801352,3.08667349815,14.2547998428
8.99370056391,4.31762266159,13.8876628876
9.01444017887,3.87054038048,12.4477462769
8.99026179314,5.72808837891,13.3277864456
8.99573451281,-0.801082313061,20.1549339294
8.97147870064,-15.8740205765,21.7616729736
8.82070338726,-15.7606878281,20.3846321106
8.94657069445,-0.123306669295,1.75960171223
8.90717315674,2.9095082283,21.7709445953
8.84102469683,4.58147859573,21.3648719788
8.98927032948,3.99329185486,20.7424678802
8.97036206722,5.74116516113,20.4693069458
9.05129158497,0.152897834778,13.1858253479
8.99081021547,0.228626385331,15.014875412
8.84950137138,-5.92005252838,6.60476160049
8.93717831373,-5.03388404846,5.57403850555
9.02485358715,-5.35091876984,15.6501674652
8.97768265009,-5.18650388718,14.3107719421
9.0687687397,-14.0050811768,21.0023365021
9.04860544205,-12.6886768341,21.4436073303
8.98553347588,-14.667347908,21.7242412567
8.90797686577,-15.1540002823,20.0834770203
8.99065703154,3.35867190361,10.6338739395
9.00944173336,1.39147853851,11.0038194656
8.99730402231,-0.314230501652,16.3215370178
9.01071810722,2.26575779915,20.4289474487
8.97522544861,1.0936961174,3.62708067894
9.43453586102,0.776170432568,4.4800157547
8.88476353884,-6.97247695923,7.74488782883
8.99962449074,-8.28396129608,11.1640510559
8.99943840504,-9.744764328,10.8740558624
8.99761199951,-9.30334472656,12.2900209427
8.81798267365,-9.00099658966,9.94913005829
9.02653515339,0.383574962616,20.8218955994
8.99950265884,-1.55316364765,21.4823684692
8.95188695192,1.52432870865,14.9217061996
9.0202126503,1.09724020958,14.0943107605
8.94034701586,0.852330446243,16.4836120605
9.15448415279,-12.6027145386,13.9449949265
9.0053986311,1.55740213394,21.4327278137
8.94031572342,1.1638481617,6.92483043671
9.04786431789,2.11342787743,7.02564287186
9.01161897182,2.13697862625,12.3152647018
8.81775045395,-7.96890497208,8.81543731689
9.06992483139,7.17677307129,14.8583259583
9.18001461029,-10.5977554321,11.6967782974
8.99866598845,-7.84036970139,12.5755567551
8.88820230961,-1.43168365955,2.27405261993
8.9357702136,-2.9305562973,3.17382597923
8.98870873451,-6.7962436676,15.3578853607
9.00037550926,-7.68706941605,16.87940979
8.95637643337,-6.28947067261,16.5783729553
8.97207319736,3.12317919731,7.2805891037
9.02110528946,-8.96666145325,16.7617607117
8.98742741346,-9.65587234497,17.827507019
8.90859115124,-10.3465280533,16.5175132751
8.94049358368,-3.32267093658,3.78487849236
8.99395418167,-7.23602151871,19.5854721069
8.99942195415,-8.37969684601,20.184753418
9.00001323223,-3.84824514389,20.1823215485
8.9966930151,-5.38612985611,20.1896972656
8.99990445375,-9.0307598114,18.944355011
8.98701405525,-7.93525505066,18.4083557129
9.14846634865,-11.6201486588,12.8178014755
8.8483979702,-11.3030347824,20.8529567719
9.05803072453,-11.3990268707,21.528295517
8.99749833345,-10.1679067612,19.4999446869
8.88496446609,-10.6672554016,17.7318305969
8.81942212582,-2.73351264,21.5780906677
8.99388992786,2.75299501419,8.11334323883
9.08339655399,5.78450536728,14.2084922791
9.06316590309,6.04315042496,12.2127342224
9.03437769413,5.15803098679,10.9637537003
8.98773872852,-4.605697155,21.5483474731
9.19216561317,-4.14847660065,4.46804618835
8.84963148832,2.43480062485,13.527217865
8.99372690916,4.15319776535,9.38012695312
8.93453997374,7.21342039108,16.8395519257
8.98759871721,-2.36658596992,7.23564815521
9.00605905056,3.87556672096,8.23577976227
8.85015356541,2.61487460136,6.00376033783
9.06909811497,1.42993402481,5.55756425858
8.96303331852,6.85559797287,13.621925354
8.97759699821,-11.9499368668,16.8375644684
8.4969548583,-5.89731359482,17.8550205231
8.49441283941,-6.14822483063,18.354259491
8.99136769772,-5.8615322113,18.448600769
8.97969681025,-6.50659179687,18.3475151062
8.98223882914,-6.2556810379,17.848274231
8.48528397083,-6.54237318039,17.7539367676
8.997140944,-4.72373962402,17.7589302063
9.00059783459,-4.22027635574,18.2367706299
8.99736660719,-5.10715770721,18.4272003174
8.50041174889,-4.64003753662,18.2669906616
8.4969548583,-5.14350128174,17.789150238
8.5001860857,-4.25661945343,17.5987224579
8.50041174889,-4.98387813568,18.9161071777
8.4969548583,-5.4873418808,18.4382686615
8.0,-5.02022171021,18.2780609131
9.49695491791,-5.11542415619,17.7548828125
9.50041174889,-4.61196041107,18.2327232361
9.5001860857,-4.22854232788,17.564453125
9.49954795837,-4.8594288826,17.2455253601
8.99650275707,-5.35462617874,17.4400024414
9.49954795837,-5.64812850952,17.279258728
9.49695491791,-5.90412425995,17.7886161804
10.0,-5.40892696381,17.5941390991
9.47178173065,-0.898048758507,13.242181778
9.51440227032,-0.74216145277,12.3817996979
8.98618400097,-1.13805484772,12.6109027863
9.03899407387,-1.44256818295,12.1104412079
8.9963734746,-1.59845542908,12.970823288
9.52459168434,-1.20256209373,12.7417201996
8.95681285858,-1.77274703979,13.4680900574
9.00962293148,-2.07726049423,12.967628479
8.52459174395,-1.91275990009,12.7393274307
8.47178173065,-1.60824656487,13.2397899628
8.48503115773,-2.0870513916,13.2365942001
9.47178173065,-1.36791038513,13.8439617157
9.49886608124,-1.07497489452,14.2455558777
8.97064781189,-1.00100660324,13.872879982
9.49886608124,-0.605113267899,13.6437759399
10.0,-0.972017109394,13.6148586273
9.52459168434,-1.8984978199,12.79936409
9.47178173065,-1.59398436546,13.2998256683
10.0,-1.19809103012,13.07072258
9.49753451347,-6.6504573822,12.9892034531
9.49422502518,-6.46960878372,13.5183858871
8.99175965786,-6.29437255859,13.0377988815
9.49422502518,-6.00444412231,12.9334068298
9.49753451347,-6.18529319763,12.4042243958
10.0,-6.36052894592,12.8848114014
8.49422508478,-5.99199867249,12.9482555389
8.49753457308,-6.1728477478,12.4190731049
8.50472992659,-5.44489574432,12.7544384003
9.00226449966,-5.74726963043,12.8439807892
8.99895501137,-5.56642055511,13.3731632233
9.50472998619,-5.45734071732,12.7395896912
8.48523128033,-3.39724469185,12.8788433075
8.52459174395,-2.5734500885,12.4621648788
9.00982308388,-2.72676348686,12.8870401382
8.97026240826,-2.90105509758,13.3843069077
8.48503115773,-2.74774169922,12.9594316483
8.49753457308,-6.90927314758,12.2598075867
8.50087124109,-7.09156370163,11.7264089584
8.99840581417,-6.65751218796,11.9752178192
8.50087124109,-6.35513830185,11.8856744766
8.0,-6.60689926147,12.1702642441
9.50040268898,-5.65036344528,12.030166626
8.99793726206,-5.9402923584,12.1345586777
9.00127387047,-6.12258243561,11.6011600494
9.50087118149,-6.36758327484,11.8708257675
8.99889987707,-9.1293182373,14.5868625641
9.49895012379,-9.54660797119,14.3684902191
9.49994981289,-8.8061914444,14.5219516754
9.50033020973,-9.00551223755,14.0092153549
9.00028002262,-8.58822250366,14.2275876999
8.99928033352,-9.32863807678,14.0741262436
8.49994978309,-8.11338043213,14.6150960922
8.50033020973,-8.31270122528,14.1023597717
8.99847328663,-8.06059932709,13.8482875824
8.99809288979,-7.86127853394,14.3610248566
8.4981431067,-7.58575773239,14.2357959747
9.00141632557,-8.91566562653,15.1023626328
8.50146657228,-9.1090927124,15.5101547241
8.49994978309,-8.58232879639,15.1481170654
8.49957755208,-8.38694190979,15.6507339478
8.99952733517,-8.19351482391,15.2429418564
9.00104415417,-8.72027873993,15.6049804688
8.5062969923,-1.92800414562,14.2575855255
8.48708158731,-1.44735956192,14.7681665421
8.99337857962,-2.01801109314,14.9259977341
8.48708158731,-1.8362030983,15.1928358078
8.5062969923,-2.31684780121,14.6822547913
8.0,-1.74619626999,14.5244235992
