x1,y1,z1,x2,y2,z2
-7.40404578871e-16,-12.0917243958,16.046546936,8.0,-12.0917243958,16.046546936
3.6838735077e-16,6.01622200012,12.6536426544,8.0,6.01622200012,12.6536426544
2.76119501241e-16,4.50937366486,10.0220355988,8.0,4.50937366486,10.0220355988
2.32233314946e-16,3.79265785217,8.75298118591,8.0,3.79265785217,8.75298118591
1.91022279921e-16,3.11963057518,7.53712368011,8.0,3.11963057518,7.53712368011
4.12484987931e-16,6.7363910675,14.017701149,8.0,6.7363910675,14.017701149
1.44457584603e-16,2.35917139053,21.4114017487,8.0,2.35917139053,21.4114017487
-8.02948486474e-16,-13.1131439209,14.7419090271,8.0,-13.1131439209,14.7419090271
-5.01687062688e-16,-8.19317150116,9.173371315,8.0,-8.19317150116,9.173371315
-5.6498018725e-16,-9.22682666779,10.3068876266,8.0,-9.22682666779,10.3068876266
-6.28373460454e-16,-10.2621173859,11.4405860901,8.0,-10.2621173859,11.4405860901
-6.91233288847e-16,-11.2886962891,12.5593929291,8.0,-11.2886962891,12.5593929291
-7.51058934548e-16,-12.2657232285,13.6158351898,8.0,-12.2657232285,13.6158351898
-4.39865685204e-16,-7.18355178833,8.0447063446,8.0,-7.18355178833,8.0447063446
-6.11290554652e-16,-9.98313236237,21.4338874817,8.0,-9.98313236237,21.4338874817
-3.30090539051e-16,-5.39078760147,21.4927787781,8.0,-5.39078760147,21.4927787781
-2.36006436953e-16,-3.85427761078,21.4892864227,8.0,-3.85427761078,21.4892864227
-1.41950189609e-16,-2.31822252274,21.4866390228,8.0,-2.31822252274,21.4866390228
-4.82102718255e-17,-0.787333488464,21.4780864716,8.0,-0.787333488464,21.4780864716
4.67958474364e-17,0.764234185219,21.4538345337,8.0,0.764234185219,21.4538345337
4.59745278347e-16,7.50821018219,15.7290115356,8.0,7.50821018219,15.7290115356
2.19264467204e-17,0.358086049557,16.8837471008,8.0,0.358086049557,16.8837471008
4.61641533039e-16,7.53917837143,17.9816226959,8.0,7.53917837143,17.9816226959
3.97012314633e-16,6.48370313644,19.9533061981,8.0,6.48370313644,19.9533061981
1.99088333347e-16,3.25135922432,13.8590087891,8.0,3.25135922432,13.8590087891
3.01427325998e-16,4.92268180847,20.89635849,8.0,4.92268180847,20.89635849
8.32545738908e-17,1.35965037346,14.7440290451,8.0,1.35965037346,14.7440290451
2.97839380437e-17,0.486408621073,18.6421890259,8.0,0.486408621073,18.6421890259
3.33432788312e-16,5.44537067413,13.9888591766,8.0,5.44537067413,13.9888591766
-4.55171127788e-17,-0.743350863457,7.82376098633,8.0,-0.743350863457,7.82376098633
-1.68996221068e-16,-2.75991773605,6.98766374588,8.0,-2.75991773605,6.98766374588
-5.96693495827e-16,-9.74474430084,18.9172458649,8.0,-9.74474430084,18.9172458649
-6.62781263879e-16,-10.8240394592,16.6867160797,8.0,-10.8240394592,16.6867160797
3.19800747792e-16,5.22274255753,11.3531475067,8.0,5.22274255753,11.3531475067
1.59341979519e-16,2.60225200653,6.46519851685,8.0,2.60225200653,6.46519851685
1.47769073924e-16,2.41325211525,8.726603508,8.0,2.41325211525,8.726603508
1.84456514476e-16,3.01240348816,9.97929859161,8.0,3.01240348816,9.97929859161
-5.17329171138e-16,-8.44862651825,21.4698410034,8.0,-8.44862651825,21.4698410034
-7.19601983137e-16,-11.7519922256,14.7526435852,8.0,-11.7519922256,14.7526435852
-4.14431842505e-16,-6.76818561554,9.47884750366,8.0,-6.76818561554,9.47884750366
-3.03972882589e-16,-4.96425390244,5.97010231018,8.0,-4.96425390244,5.97010231018
-5.3858725341e-16,-8.79579734802,11.7316627502,8.0,-8.79579734802,11.7316627502
-6.62835279911e-16,-10.824921608,13.9109239578,8.0,-10.824921608,13.9109239578
-3.78355440063e-16,-6.17901325226,6.97063064575,8.0,-6.17901325226,6.97063064575
-6.01080064767e-16,-9.81638240814,12.8397903442,8.0,-9.81638240814,12.8397903442
-4.76032863777e-16,-7.77420663834,10.5997552872,8.0,-7.77420663834,10.5997552872
-4.2400339573e-16,-6.92450094223,21.4886989594,8.0,-6.92450094223,21.4886989594
-2.83031129877e-16,-4.62224912643,20.1847991943,8.0,-4.62224912643,20.1847991943
-1.88236030813e-16,-3.0741276741,20.179725647,8.0,-3.0741276741,20.179725647
-9.56016460114e-17,-1.56129336357,20.1999187469,8.0,-1.56129336357,20.1999187469
-4.39322376994e-18,-0.071746788919,20.1516418457,8.0,-0.071746788919,20.1516418457
9.46894247278e-17,1.54639565945,20.0861415863,8.0,1.54639565945,20.0861415863
2.66777472355e-16,4.35680675507,12.9498414993,8.0,4.35680675507,12.9498414993
3.11001280746e-17,0.507903635502,15.5694742203,8.0,0.507903635502,15.5694742203
1.34415843721e-16,2.19517731667,13.9321489334,8.0,2.19517731667,13.9321489334
2.27048841624e-16,3.70798897743,21.5001335144,8.0,3.70798897743,21.5001335144
-1.70285627542e-16,-2.7809753418,8.10503005981,8.0,-2.7809753418,8.10503005981
-8.20096211514e-18,-0.133931875229,8.51962280273,8.0,-0.133931875229,8.51962280273
-2.35429998301e-16,-3.84486365318,7.14970016479,8.0,-3.84486365318,7.14970016479
-5.46909342827e-16,-8.9317073822,17.8030548096,8.0,-8.9317073822,17.8030548096
-5.86488436743e-16,-9.57808303833,16.6569862366,8.0,-9.57808303833,16.6569862366
-5.5874457655e-16,-9.12499141693,20.1696147919,8.0,-9.12499141693,20.1696147919
3.86416530995e-19,0.00631066085771,14.3656282425,8.0,0.00631066085771,14.3656282425
6.37361436151e-17,1.04089021683,13.4201021194,8.0,1.04089021683,13.4201021194
1.51957885792e-16,2.48166060448,12.6676855087,8.0,2.48166060448,12.6676855087
-5.41004427032e-17,-0.8835272789,15.6499357224,8.0,-0.8835272789,15.6499357224
-5.66481927824e-17,-0.925135195255,19.0889720917,8.0,-0.925135195255,19.0889720917
1.11902698952e-16,1.82750976086,7.47624635696,8.0,1.82750976086,7.47624635696
2.20527106545e-16,3.60148096085,11.3497581482,8.0,3.60148096085,11.3497581482
9.44395567844e-17,1.54231500626,9.8632068634,8.0,1.54231500626,9.8632068634
-3.53920047213e-16,-5.77995300293,8.38426113129,8.0,-5.77995300293,8.38426113129
-3.76242537288e-16,-6.1445069313,20.1941356659,8.0,-6.1445069313,20.1941356659
-2.64236645817e-16,-4.31531190872,4.74376440048,8.0,-4.31531190872,4.74376440048
-5.73007495122e-16,-9.35792255402,14.2325744629,8.0,-9.35792255402,14.2325744629
-5.11353012578e-16,-8.35102844238,13.1253509521,8.0,-8.35102844238,13.1253509521
-6.40539330686e-16,-10.4608011246,15.4057760239,8.0,-10.4608011246,15.4057760239
-1.39515176098e-16,-2.27845573425,18.9148311615,8.0,-2.27845573425,18.9148311615
-4.49648952075e-16,-7.34332466125,12.0109987259,8.0,-7.34332466125,12.0109987259
-2.35196619847e-16,-3.84105229378,18.893491745,8.0,-3.84105229378,18.893491745
-3.84948023738e-16,-6.28667831421,10.9053916931,8.0,-6.28667831421,10.9053916931
-4.67391379025e-16,-7.63308048248,20.2017421722,8.0,-7.63308048248,20.2017421722
-5.00369480284e-16,-8.17165374756,16.7540969849,8.0,-8.17165374756,16.7540969849
-3.31186268853e-17,-0.540868222713,12.8402891159,8.0,-0.540868222713,12.8402891159
-8.62309229329e-17,-1.40825784206,8.8105134964,8.0,-1.40825784206,8.8105134964
-5.08326538118e-16,-8.30160236359,18.9775123596,8.0,-8.30160236359,18.9775123596
6.09354123712e-17,0.99515080452,8.6363067627,8.0,0.99515080452,8.6363067627
1.2479155917e-16,2.03800082207,11.125005722,8.0,2.03800082207,11.125005722
-7.56205538252e-17,-1.23497736454,17.5599460602,8.0,-1.23497736454,17.5599460602
-3.22141306243e-16,-5.2609667778,9.77754878998,8.0,-5.2609667778,9.77754878998
-3.28454086873e-16,-5.36406230927,18.9271774292,8.0,-5.36406230927,18.9271774292
-1.87048787634e-16,-3.05473852158,3.32920980453,8.0,-3.05473852158,3.32920980453
-4.79930485438e-16,-7.83785963058,14.4898681641,8.0,-7.83785963058,14.4898681641
-1.8693681386e-16,-3.05290985107,17.5766010284,8.0,-3.05290985107,17.5766010284
-3.5946285121e-16,-5.87047386169,12.3295297623,8.0,-5.87047386169,12.3295297623
-4.20659657378e-16,-6.86989355087,13.4112243652,8.0,-6.86989355087,13.4112243652
-4.19030300279e-16,-6.8432841301,18.9784221649,8.0,-6.8432841301,18.9784221649
-2.85408302438e-18,-0.0466107130051,9.76045131683,8.0,-0.0466107130051,9.76045131683
-5.37360067566e-16,-8.77575588226,15.5559091568,8.0,-8.77575588226,15.5559091568
5.42363039722e-17,0.885746061802,12.028339386,8.0,0.885746061802,12.028339386
-2.57046177666e-16,-4.19788265228,8.6212348938,8.0,-4.19788265228,8.6212348938
-2.82518561533e-16,-4.61387825012,11.2814836502,8.0,-4.61387825012,11.2814836502
-2.8634572877e-16,-4.67638063431,17.6289424896,8.0,-4.67638063431,17.6289424896
-1.73312072804e-16,-2.83040094376,9.46156692505,8.0,-2.83040094376,9.46156692505
-3.87266829787e-16,-6.3245472908,14.7902860641,8.0,-6.3245472908,14.7902860641
-3.31733356361e-16,-5.41761684418,13.6619510651,8.0,-5.41761684418,13.6619510651
-3.78661141605e-16,-6.1840057373,17.7606811523,8.0,-6.1840057373,17.7606811523
-3.05744900407e-16,-4.99319314957,7.41918563843,8.0,-4.99319314957,7.41918563843
-9.83582592964e-17,-1.60631227493,10.3118467331,8.0,-1.60631227493,10.3118467331
-4.47044678599e-16,-7.30079364777,15.798283577,8.0,-7.30079364777,15.798283577
-2.44137908174e-16,-3.98707461357,9.99478626251,8.0,-3.98707461357,9.99478626251
-2.40036259202e-17,-0.392008960247,11.2517118454,8.0,-0.392008960247,11.2517118454
-2.83754068767e-16,-4.63405561447,12.6832284927,8.0,-4.63405561447,12.6832284927
-2.44504589435e-16,-3.99306297302,16.2835197449,8.0,-3.99306297302,16.2835197449
-3.51805626149e-16,-5.74542188644,16.310382843,8.0,-5.74542188644,16.310382843
-2.94132241933e-16,-4.80354404449,14.9607839584,8.0,-4.80354404449,14.9607839584
-1.84981010144e-16,-3.02096915245,10.8657665253,8.0,-3.02096915245,10.8657665253
-1.09934661334e-16,-1.79536926746,11.7762918472,8.0,-1.79536926746,11.7762918472
4.93219436563e-17,0.805488467216,10.8057432175,8.0,0.805488467216,10.8057432175
-1.48971543784e-16,-2.43288993835,16.1652050018,8.0,-2.43288993835,16.1652050018
-2.46105157449e-16,-4.01920223236,13.7586717606,8.0,-4.01920223236,13.7586717606
-1.98633503761e-16,-3.24393129349,12.4539680481,8.0,-3.24393129349,12.4539680481
-8.31138840266e-17,-1.35735273361,14.0997543335,8.0,-1.35735273361,14.0997543335
-1.30733483246e-16,-2.13503980637,14.949092865,8.0,-2.13503980637,14.949092865
-2.04661897284e-16,-3.34238243103,14.9928274155,8.0,-3.34238243103,14.9928274155
-1.63810769618e-16,-2.67523288727,13.8711595535,8.0,-2.67523288727,13.8711595535
-1.17722291315e-16,-1.92255091667,13.0082931519,8.0,-1.92255091667,13.0082931519
-4.63139850165e-16,-7.56364774704,17.8596858978,8.0,-7.56364774704,17.8596858978
-4.28204149521e-16,-6.99310445786,16.8966255188,8.0,-6.99310445786,16.8966255188
-9.30238520694e-16,-15.191947937,21.1450157166,8.0,-15.191947937,21.1450157166
2.0,1.53900396824,4.73195266724,10.0,1.53900396824,4.73195266724
2.0,-3.36910533905,5.79470586777,10.0,-3.36910533905,5.79470586777
2.0,1.07938981056,6.22672653198,10.0,1.07938981056,6.22672653198
2.0,-3.27056264877,4.40916728973,10.0,-3.27056264877,4.40916728973
2.0,-1.9284683466,7.48975372314,10.0,-1.9284683466,7.48975372314
2.0,-2.10863184929,2.79521346092,10.0,-2.10863184929,2.79521346092
2.0,0.286362379789,7.45974349976,10.0,0.286362379789,7.45974349976
2.0,0.0961508899927,2.7557516098,10.0,0.0961508899927,2.7557516098
2.0,-0.93900847435,2.10077023506,10.0,-0.93900847435,2.10077023506
2.0,-10.3322639465,17.7000770569,10.0,-10.3322639465,17.7000770569
2.0,-10.5931911469,20.0855674744,10.0,-10.5931911469,20.0855674744
2.0,-11.7070026398,21.3325080872,10.0,-11.7070026398,21.3325080872
2.0,-13.6519927979,21.643781662,10.0,-13.6519927979,21.643781662
2.0,-15.8062868118,19.9039936066,10.0,-15.8062868118,19.9039936066
2.0,-15.7221288681,17.4358882904,10.0,-15.7221288681,17.4358882904
2.0,-13.9086341858,15.9844646454,10.0,-13.9086341858,15.9844646454
2.0,-12.3793210983,16.1836872101,10.0,-12.3793210983,16.1836872101
2.0,6.01636838913,12.6537094116,10.0,6.01636838913,12.6537094116
2.0,4.51829099655,10.0151939392,10.0,4.51829099655,10.0151939392
2.0,3.05978655815,7.47516965866,10.0,3.05978655815,7.47516965866
2.0,3.78965687752,8.73654651642,10.0,3.78965687752,8.73654651642
2.0,2.34270238876,6.18607997894,10.0,2.34270238876,6.18607997894
2.0,6.73645496368,14.0177192688,10.0,6.73645496368,14.0177192688
2.0,2.35921859741,21.4113349915,10.0,2.35921859741,21.4113349915
2.0,-13.1448364258,14.8281841278,10.0,-13.1448364258,14.8281841278
